-100	397	1494
-268	-372	1445	71	-387	1428
-268	-372	1445	71	-387	1428
-268	-372	1445	71	-387	1428
-268	-372	1445	71	-388	1428
-268	-372	1445	71	-388	1428
-268	-372	1445	71	-388	1428
-268	-372	1445	71	-388	1428
-268	-372	1445	71	-388	1428
-268	-372	1445	71	-388	1428
-268	-372	1445	71	-388	1428
-268	-372	1445	71	-388	1428
-268	-372	1445	71	-388	1428
-268	-372	1445	71	-388	1428
-268	-372	1445	71	-388	1428
-268	-372	1445	71	-388	1428
-268	-372	1445	70	-389	1428
-268	-372	1445	70	-389	1428
-268	-372	1445	70	-389	1428
-268	-372	1445	70	-389	1428
-268	-372	1445	70	-389	1428
-268	-372	1445	70	-389	1428
-268	-372	1445	70	-389	1428
-268	-372	1445	70	-389	1428
-268	-372	1445	70	-389	1428
-268	-372	1445	70	-389	1428
-268	-372	1445	69	-389	1428
-268	-372	1445	69	-389	1428
-268	-372	1445	69	-389	1428
-268	-372	1445	69	-389	1428
-268	-372	1445	69	-389	1428
-268	-372	1445	69	-389	1428
-268	-372	1445	69	-389	1428
-268	-372	1445	69	-389	1428
-268	-372	1445	69	-389	1428
-268	-372	1445	69	-388	1428
-268	-372	1445	69	-388	1428
-268	-372	1445	68	-387	1426
-268	-372	1445	65	-384	1419
-268	-372	1445	60	-374	1397
-268	-372	1445	52	-355	1362
-268	-372	1445	43	-330	1328
-268	-372	1445	33	-294	1290
-268	-372	1446	20	-255	1251
-269	-372	1446	12	-216	1222
-269	-372	1446	1	-169	1189
-269	-372	1446	-6	-119	1163
-269	-372	1446	-17	-75	1139
-269	-372	1446	-26	-23	1121
-269	-372	1446	-32	13	1110
-269	-372	1446	-37	43	1102
-269	-371	1447	-40	70	1096
-269	-371	1447	-41	92	1092
-269	-371	1447	-42	105	1089
-269	-371	1448	-42	116	1086
-270	-371	1448	-42	123	1083
-270	-371	1448	-42	129	1081
-270	-370	1449	-42	133	1078
-270	-370	1449	-42	136	1076
-270	-370	1449	-42	137	1074
-270	-370	1450	-42	138	1072
-270	-370	1450	-42	138	1069
-270	-370	1450	-42	133	1064
-270	-370	1450	-41	123	1060
-270	-370	1451	-40	110	1055
-270	-369	1451	-39	97	1052
-270	-369	1451	-38	86	1050
-270	-369	1451	-37	75	1048
-270	-369	1451	-36	67	1047
-270	-369	1452	-36	61	1047
-270	-369	1452	-35	57	1047
-271	-369	1452	-35	54	1047
-271	-369	1452	-35	51	1047
-271	-369	1452	-35	50	1047
-271	-369	1452	-35	49	1047
-271	-369	1452	-35	49	1047
-271	-368	1453	-35	50	1047
-271	-368	1453	-35	54	1049
-271	-368	1453	-36	62	1052
-271	-368	1453	-37	73	1056
-271	-368	1453	-39	85	1060
-271	-368	1453	-40	95	1063
-271	-368	1453	-41	105	1066
-271	-368	1453	-42	112	1068
-271	-368	1453	-42	118	1069
-271	-368	1454	-43	121	1070
-271	-368	1454	-43	124	1070
-271	-368	1454	-43	125	1071
-271	-368	1454	-43	126	1070
-271	-368	1454	-43	126	1070
-271	-368	1454	-42	124	1069
-271	-368	1454	-41	120	1066
-271	-368	1454	-39	112	1063
-271	-368	1454	-38	103	1060
-271	-368	1454	-37	93	1058
-271	-368	1454	-35	84	1056
-271	-368	1454	-34	74	1055
-271	-368	1454	-33	66	1055
-271	-367	1454	-32	58	1055
-271	-367	1454	-31	51	1055
-271	-367	1454	-31	47	1056
-271	-367	1454	-31	43	1056
-271	-367	1454	-31	41	1057
-271	-367	1454	-30	39	1057
-271	-367	1454	-30	39	1057
-271	-367	1454	-30	38	1058
-271	-367	1454	-30	39	1059
-270	-367	1454	-31	40	1062
-270	-367	1454	-32	44	1065
-270	-367	1454	-33	51	1070
-270	-367	1453	-35	62	1077
-270	-367	1453	-38	78	1085
-270	-367	1453	-40	92	1093
-270	-367	1453	-42	105	1099
-270	-367	1453	-43	118	1106
-270	-368	1453	-44	129	1111
-270	-368	1453	-45	143	1116
-270	-368	1453	-46	152	1119
-270	-368	1453	-47	160	1121
-270	-368	1453	-48	167	1121
-270	-368	1453	-48	172	1120
-269	-368	1453	-49	175	1117
-269	-368	1453	-49	178	1112
-269	-368	1453	-50	178	1104
-269	-368	1453	-50	175	1094
-269	-368	1452	-50	168	1083
-269	-368	1452	-50	161	1074
-269	-368	1452	-50	152	1067
-269	-368	1452	-50	140	1060
-269	-368	1452	-49	128	1055
-269	-368	1452	-47	113	1050
-269	-368	1452	-46	95	1045
-269	-368	1452	-44	80	1042
-269	-368	1452	-43	67	1039
-269	-368	1452	-41	58	1038
-269	-368	1452	-40	52	1038
-269	-368	1452	-39	48	1038
-269	-368	1452	-39	44	1038
-269	-368	1452	-38	42	1038
-269	-368	1452	-38	41	1039
-269	-368	1453	-38	39	1039
-269	-367	1453	-39	38	1039
-269	-367	1453	-40	38	1040
-269	-367	1453	-45	38	1049
-269	-367	1453	-53	38	1078
-269	-367	1453	-57	38	1103
-269	-367	1453	-61	36	1132
-269	-367	1453	-67	34	1154
-269	-366	1453	-72	33	1178
-269	-366	1454	-77	31	1196
-269	-366	1454	-128	19	1211
